Year,STATCD,DISTCD,STATNAME,DISTNAME,DISTRICTS,BLOCKS,VILLAGES,CLUSTERS,Total Population(in 1000's),Percentage Urban Population,Percentage Population of Age Group 0-6,Growth Rate,Sex Ratio,Percentage SC Population,Percentage ST Population,Literacy Rate,Female Literacy Rate,Male Literacy Rate,Area (Sq. KM),Age Group 6 to 10,Age Group 11 to 13,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,No Response,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,No Response,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,No Response,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,No Response,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,No Response,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,No Response,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,No Response,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,No Response,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,No Response,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,No Response,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,No Response,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,No Response,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,No Response,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,No Response,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,No Response,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,No Response,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,No Response,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,No Response,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,No Response,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,Total,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,No Response,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,Total,Total Schools,Total Students,Teachers with Professional Qualification : Female ,Teachers with Professional Qualification : Male ,Total  Teachers: Male ,Total  Teachers: Female ,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,Primary Only,Primary with Upper Primary,Primary with upper Primary Sec/H.Sec,Upper Primary Only,Upper Primary with Sec./H.Sec,Primary with upper Primary Sec,Upper Primary with  Sec.,Regular Teachers with Professional Qualification : Male ,Regular Teachers with Professional Qualification : Female ,Total Regular Teachers: Male ,Total Regular Teachers: Female ,Contractual Teachers with Professional Qualification : Male ,Contractual  Teachers with Professional Qualification : Female ,Total Contractual  Teachers: Male ,Total Contractual  Teachers: Female 
2015-16,29,2901,KARNATAKA,BELGAUM,1,6,807,126,4170468,29.47,423302.5,11.33,1002,18.83,3.81,72.36,63.65,81.15,15152,321957,209615,4220,735,14,0,19,31,1080,0,6099,3697,476,12,0,19,19,590,0,4813,517,248,2,0,0,12,489,0,1268,6,11,0,0,0,0,1,0,18,3466,432,7,0,19,18,534,0,4476,3725,481,12,0,19,19,614,0,4870,252,141,2,0,0,5,222,0,622,4219,734,5,0,19,19,1033,0,6029,4219,732,12,0,18,25,1074,0,6080,232505,71638,4585,0,4385,8936,141643,0,463692,137327,39315,4170,0,4385,4231,88170,0,277598,94966,31721,415,0,0,4705,53390,0,185197,212,602,0,0,0,0,83,0,897,122192,33315,1985,0,4385,3848,73080,0,238805,39969,17052,415,0,0,1408,19395,0,78239,6903,2558,104,0,247,127,7445,0,17384,2335,1281,54,0,0,106,2676,0,6452,17,25,0,0,0,0,2,0,44,801,5,0,0,0,2,27,835,1228,18,0,0,0,3,19,1268,3993,694,14,0,14,27,1017,5759,1548,387,13,0,7,24,817,2796,2289,547,13,0,4,29,848,3730,4219,732,12,0,18,25,1073,6079,4219,734,5,0,19,19,1033,6029,4141,730,14,0,18,31,1068,6002,4119,706,14,0,19,30,1048,5936,553,326,14,0,12,22,802,1729,639,167,3,0,10,3,193,1015,1348,286,6,0,14,11,379,2044,509,196,4,0,18,18,483,1228,3722,480,4,0,18,4,600,4828,2122,348,3,0,6,4,321,2804,2981,409,3,0,15,4,497,3909,3091,176,1,0,0,0,215,218,3483,3695,478,9,0,9,11,586,4788,13082,4576,135,0,97,305,6771,24966,9255,3864,158,0,247,233,10123,23880,4742,1996,91,0,110,135,4203,5784,4513,1868,67,0,137,98,5920,0,111136,34298,3277,0,1999,4414,67026,222150,0,0,3543,2624,2685,3767,856,284,9,0,20,9,803,531,229,10,0,20,11,466,219,99,0,0,14,7,189,175,71,0,0,1,1,169,1836,789,12,0,62,38,2285,1817,879,20,0,40,35,1530,755,269,1,0,7,2,228,704,237,4,0,5,11,191,9871,7291,9871,7292,26,194,26,195
2015-16,29,2902,KARNATAKA,BAGALKOT,1,6,785,126,4778439,25.34,605428.22,13.38,969,12.08,6.22,73.94,64.74,82.9,13433,,,729,1015,3,29,2,41,28,0,1847,592,824,2,4,1,10,13,0,1446,137,191,1,25,1,31,15,0,401,0,0,0,0,0,0,0,0,0,526,690,1,3,0,8,8,0,1236,597,873,2,21,1,11,17,0,1522,97,91,1,7,1,12,10,0,219,724,990,3,23,1,41,26,0,1808,727,998,3,28,2,40,26,0,1824,36039,217126,3558,4207,606,17206,4163,26590,309495,21635,153530,3234,365,151,2648,2264,7154,190981,14404,63596,324,3842,455,14558,1899,19436,118514,0,0,0,0,0,0,0,0,0,19001,127691,958,351,0,1955,1384,6024,157364,7683,22469,324,316,455,5790,1349,10069,48455,1350,5778,83,21,17,129,120,0,7498,638,1731,36,81,49,557,125,0,3217,0,0,0,0,0,0,0,0,0,62,3,0,0,0,0,0,65,92,11,0,2,0,0,0,105,673,982,3,29,1,38,27,1753,446,758,3,25,2,39,24,1297,453,810,2,24,2,37,23,1351,727,998,3,28,2,40,26,1824,724,990,3,23,1,41,26,1808,729,1015,3,29,2,41,28,1847,701,1002,3,29,2,41,28,1806,106,487,3,21,2,31,23,673,74,138,1,6,0,3,3,225,84,140,1,7,0,3,3,238,254,115,0,9,0,23,19,420,597,871,0,21,0,10,17,1516,360,548,0,3,0,6,1,918,366,561,0,3,0,6,1,937,500,80,0,7,0,1,3,317,591,563,799,1,15,0,8,4,1390,2248,8630,81,130,18,424,147,11678,1988,7509,119,102,66,686,245,10715,1023,4111,52,72,43,411,72,4545,965,3398,67,30,23,275,173,0,17775,106727,1495,2394,455,6777,1784,150364,346,44030,1990,867,1050,2167,83,336,10,3,1,14,14,75,342,7,4,4,28,12,47,141,2,1,0,9,7,56,105,2,0,1,13,3,342,1007,8,6,0,71,73,329,877,3,23,1,94,26,963,3397,67,29,23,275,173,1022,4109,52,69,43,411,72,3749,3543,3871,3608,7,7,10,9
2015-16,29,2903,KARNATAKA,BIJAPUR (KARNATAKA),1,7,764,178,1890826,31.67,263770.23,14.46,984,16.89,5.14,69.39,58.55,80.16,6552,203219,116941,668,1022,3,29,4,67,29,0,1822,482,773,0,7,2,40,22,0,1326,186,249,3,22,2,27,7,0,496,0,0,0,0,0,0,0,0,0,413,627,0,5,1,34,12,0,1092,491,873,1,7,4,43,23,0,1442,111,128,1,6,0,10,0,0,256,665,975,3,23,4,67,24,0,1761,668,981,3,29,3,67,29,0,1780,37359,222129,1760,2274,1734,26539,4319,20954,317068,21273,149366,0,1084,926,13421,3662,9247,198979,16086,72763,1760,1190,808,13118,657,11707,118089,0,0,0,0,0,0,0,0,0,17569,120511,0,786,236,11548,1816,7303,159769,9497,33431,527,282,0,4530,0,5859,54126,1089,4888,0,27,47,516,191,0,6758,687,1844,87,74,23,550,45,0,3310,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,5,85,12,0,1,0,0,0,98,598,990,3,20,4,64,27,1706,418,784,3,19,4,53,23,1304,484,850,3,25,4,62,26,1454,668,981,3,29,3,67,29,1780,665,975,3,23,4,67,24,1761,668,1022,3,29,4,67,29,1822,648,1012,3,27,4,67,29,1790,96,385,3,20,4,35,22,565,274,464,2,16,2,33,11,802,283,470,2,18,2,34,12,821,383,138,2,29,1,22,21,596,489,869,1,6,3,42,18,1428,413,740,1,4,1,33,8,1200,433,785,1,4,1,35,8,1267,396,29,0,11,0,0,0,234,436,484,827,1,6,3,41,8,1370,2376,8455,58,96,43,802,122,11952,1776,6732,87,101,70,1066,236,10068,818,3021,51,54,15,496,90,5848,958,3711,36,47,55,570,146,0,17345,108885,741,1402,706,12115,2201,153477,301,34691,1734,1551,1568,1742,138,532,1,1,6,68,14,92,279,1,3,1,26,9,65,215,0,4,1,16,11,39,138,0,4,0,8,1,660,2375,27,37,41,367,101,539,1927,45,36,12,328,61,513,2320,0,2,0,230,20,326,1799,0,20,0,161,21,3944,2800,3950,2803,5,0,5,0
2015-16,29,2904,KARNATAKA,GULBARGA,1,8,1056,168,2175102,23.02,303426.73,20.38,954,20.34,1.81,67.2,56.54,77.41,10498,239147,137295,1300,1297,2,33,2,67,31,0,2732,841,988,1,5,2,34,22,0,1893,459,309,1,28,0,33,9,0,839,0,0,0,0,0,0,0,0,0,776,841,0,3,1,31,18,0,1670,879,1085,2,5,2,38,22,0,2033,324,159,0,15,0,7,6,0,511,1299,1208,2,28,2,67,25,0,2631,1300,1223,2,32,1,67,30,0,2655,72401,262966,1545,2807,268,22198,5345,22837,390367,31905,185942,844,511,268,10532,3740,6270,240012,40496,77024,701,2296,0,11666,1605,16567,150355,0,0,0,0,0,0,0,0,0,28953,161874,0,307,164,10020,2964,5358,209640,28508,37782,0,1548,0,1898,1315,10498,81549,1995,6202,12,16,36,429,207,0,8897,1787,2255,29,124,0,374,67,0,4636,0,0,0,0,0,0,0,0,0,43,2,0,0,0,0,3,48,94,10,0,1,0,0,0,105,1089,1269,2,30,2,67,30,2489,944,1016,2,27,2,56,22,2069,515,912,2,29,2,59,23,1542,1300,1223,2,32,1,67,30,2655,1299,1208,2,28,2,67,25,2631,1300,1297,2,33,2,67,31,2732,1145,1254,2,31,2,66,30,2530,241,550,2,25,2,42,21,883,337,411,1,11,2,15,9,786,342,418,2,13,2,15,10,802,835,185,0,31,0,17,25,1093,876,1065,1,4,1,38,20,2005,604,822,1,3,1,33,5,1469,640,856,1,3,1,33,6,1540,784,64,0,14,0,2,2,341,866,759,861,1,5,2,30,9,1667,4347,10378,55,148,68,735,139,15870,3782,8457,41,140,36,803,274,13533,1693,3647,13,67,1,333,94,8863,2089,4810,28,73,35,468,180,0,32495,129650,567,1314,58,9643,2626,186645,374,32808,2339,2122,2190,2444,401,898,2,4,6,65,38,179,459,2,5,1,31,16,56,176,2,1,5,8,5,56,103,0,3,0,13,3,1552,3433,4,65,8,345,131,1300,2720,1,54,0,213,60,690,2036,0,0,0,178,12,348,1148,0,9,0,50,5,5482,3401,5493,3404,0,0,0,0
2015-16,29,2905,KARNATAKA,BIDAR,1,5,803,130,2564892,32.46,352159.67,17.94,962,25.28,2.54,65.65,55.87,,10954,272154,162340,1233,1457,5,27,1,126,46,0,2895,800,945,0,8,1,47,33,0,1834,430,512,5,19,0,79,13,0,1058,3,0,0,0,0,0,0,0,3,729,833,0,5,1,43,23,0,1634,817,1137,0,8,1,51,39,0,2053,221,166,1,6,0,8,5,0,407,1230,1446,5,20,1,123,37,0,2862,1232,1454,5,27,1,124,43,0,2886,72244,313012,3577,1884,238,44337,6453,21987,463732,38678,185153,0,890,238,13473,5046,7627,251105,33394,127859,3577,994,0,30864,1407,14360,212455,172,0,0,0,0,0,0,0,172,34210,166418,0,547,238,12784,3328,6126,223651,17043,36235,750,247,0,2784,246,3860,61165,1920,5780,0,22,8,497,277,0,8504,1777,3839,49,92,0,1099,110,0,6966,10,0,0,0,0,0,0,0,10,32,2,0,1,0,1,4,40,137,25,0,2,0,0,0,164,1046,1358,5,22,1,119,44,2595,639,965,5,15,1,109,38,1772,658,966,5,19,1,101,31,1781,1229,1454,5,27,1,124,43,2883,1228,1446,5,20,1,123,37,2860,1229,1456,5,27,1,126,46,2890,1117,1386,5,27,1,122,45,2703,206,523,4,22,0,80,31,866,256,314,2,6,0,14,10,602,280,326,2,7,0,16,11,642,761,242,2,25,1,38,35,1104,815,1126,0,8,1,50,35,2035,454,714,0,4,1,34,10,1217,541,840,0,4,1,40,11,1437,663,79,0,9,0,7,5,648,763,612,753,0,5,0,32,11,1413,4575,12442,71,130,6,1271,231,18726,3707,9619,49,114,8,1596,387,15480,2080,5437,21,77,3,1108,137,5393,1570,4164,28,37,5,467,250,0,33627,154159,1477,1171,83,19468,3042,223203,485,41810,4461,1970,2085,4800,320,841,9,7,0,53,41,260,723,4,5,0,67,26,67,212,0,3,1,24,9,79,140,0,5,0,23,5,989,2565,7,23,2,313,165,1376,3538,7,55,2,821,89,321,933,0,0,0,78,8,240,1016,0,5,0,119,1,4361,3998,4422,4048,9,10,9,10
2015-16,29,2906,KARNATAKA,RAICHUR,1,5,946,125,1700018,24.9,216922.3,13.16,952,23.47,13.85,71.01,61.66,79.94,5448,168415,104581,871,1155,0,7,2,52,24,0,2111,528,715,0,4,2,19,21,0,1289,343,440,0,3,0,33,3,0,822,0,0,0,0,0,0,0,0,0,493,647,0,3,2,17,14,0,1176,537,914,0,4,2,20,21,0,1498,186,206,0,1,0,7,0,0,400,870,1147,0,3,2,52,20,0,2094,870,1151,0,7,2,52,24,0,2106,43605,207900,0,689,281,21320,3847,17504,295146,17481,104656,0,587,281,4849,3296,4526,135676,26124,103244,0,102,0,16471,551,12978,159470,0,0,0,0,0,0,0,0,0,16138,96219,0,450,281,3742,2287,3715,122832,13337,45304,0,10,0,3922,0,5799,68372,1104,4266,0,13,15,230,180,0,5808,1204,3203,0,18,0,400,20,0,4845,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,2,12,99,12,0,0,0,1,0,112,730,1106,0,5,2,49,22,1914,536,871,0,4,2,46,13,1472,473,873,0,6,1,42,17,1412,870,1151,0,7,2,52,24,2106,870,1147,0,3,2,52,20,2094,871,1155,0,7,2,52,24,2111,776,1070,0,6,2,52,22,1928,93,330,0,5,2,34,13,477,474,416,0,3,1,14,8,916,478,420,0,4,1,14,8,925,604,188,0,6,1,12,20,831,537,912,0,4,2,19,21,1495,426,809,0,3,2,18,14,1272,456,848,0,4,2,19,14,1343,580,103,0,2,0,1,0,486,686,385,561,0,4,0,13,4,967,3291,9544,0,38,16,796,124,13809,2308,7469,0,31,15,630,200,10653,1285,3670,0,22,3,354,59,5521,1023,3799,0,9,12,276,141,0,20173,103745,0,619,143,9203,1852,144151,136,14398,2661,2017,2055,2790,167,711,0,1,2,24,43,189,553,0,5,0,15,9,77,250,0,1,1,17,12,81,162,0,0,0,5,8,577,1900,0,6,6,181,58,735,1964,0,14,1,238,23,864,3347,0,7,12,217,141,951,3008,0,20,3,302,59,3195,2592,3205,2603,0,0,0,0
2015-16,29,2907,KARNATAKA,KOPPAL,1,4,676,81,1924773,25.32,272740.33,15.27,992,20.79,19.03,60.46,49.56,71.35,8442,211778,123576,914,941,2,12,2,105,38,0,2014,697,735,0,6,2,36,29,0,1505,217,206,2,6,0,69,9,0,509,0,0,0,0,0,0,0,0,0,628,645,0,4,2,32,19,0,1330,706,777,0,6,2,37,33,0,1561,154,111,2,5,0,22,0,0,294,911,932,2,6,2,105,32,0,1990,914,936,2,12,2,105,38,0,2009,55861,205134,514,941,431,37611,6338,14643,321473,37670,160457,0,553,431,12649,4517,10049,226326,18191,44677,514,388,0,24962,1821,4594,95147,0,0,0,0,0,0,0,0,0,33766,140373,0,385,431,11391,2732,7819,196897,11575,21860,514,294,0,8316,0,1583,44142,1550,4730,0,8,29,450,200,0,6967,983,1710,27,25,0,937,86,0,3768,0,0,0,0,0,0,0,0,0,36,2,0,0,0,0,1,39,167,11,0,2,0,0,1,181,656,806,1,10,2,94,34,1603,476,624,2,5,2,87,24,1220,494,755,2,9,2,91,25,1378,914,936,2,12,2,105,38,2009,911,932,2,6,2,105,32,1990,914,941,2,12,2,105,38,2014,895,925,2,12,2,105,38,1979,93,287,2,3,2,70,24,481,32,33,0,0,0,4,2,71,64,46,0,0,0,5,3,118,486,163,1,11,1,33,31,726,698,766,0,6,2,36,27,1535,600,703,0,4,1,32,13,1353,646,729,0,4,2,35,14,1430,488,28,0,1,0,0,1,231,518,655,690,0,6,0,34,17,1402,3136,7396,17,65,15,1105,258,11992,2533,6440,27,33,29,1387,286,10735,1233,3311,14,31,5,827,100,3509,1300,3129,13,2,24,560,186,0,26627,100662,205,714,171,16513,3244,154621,302,28708,2436,1332,1332,2436,245,623,0,0,8,84,35,192,490,1,1,0,97,13,93,238,1,0,1,55,16,61,184,0,1,1,22,12,772,1860,11,2,11,308,115,711,1937,13,21,4,496,44,1045,2621,0,0,24,322,155,708,2502,0,8,5,256,51,3882,3084,3882,3084,0,1,0,1
2015-16,29,2908,KARNATAKA,GADAG,1,6,439,84,1391292,16.79,194224.36,16.32,983,18.61,11.82,67.28,56.22,78.21,5570,151725,86967,540,680,3,8,0,49,33,0,1313,393,543,0,5,0,20,26,0,987,147,137,3,3,0,29,7,0,326,0,0,0,0,0,0,0,0,0,356,493,0,5,0,20,21,0,895,395,566,0,6,0,20,28,0,1015,113,91,2,2,0,13,4,0,225,534,667,3,3,0,49,28,0,1284,540,675,3,8,0,49,32,0,1307,34577,158841,2046,757,0,17979,5845,10100,230145,24282,125930,0,550,0,6475,4494,6165,167896,10295,32911,2046,207,0,11504,1351,3935,62249,0,0,0,0,0,0,0,0,0,22052,114699,0,550,0,6475,3589,5257,152622,7766,21314,1081,191,0,4325,448,2504,37629,994,3651,0,9,0,268,240,0,5162,677,1135,121,13,0,427,71,0,2444,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,68,5,0,1,0,0,0,74,457,630,3,7,0,47,32,1176,287,506,3,8,0,43,26,873,389,588,2,8,0,40,26,1053,540,674,3,8,0,49,32,1306,534,667,3,3,0,49,28,1284,540,680,3,8,0,49,33,1313,478,651,3,8,0,47,33,1220,60,235,3,6,0,33,24,361,117,166,0,2,0,12,6,303,137,175,0,2,0,13,7,334,242,89,2,7,0,18,27,385,393,555,0,4,0,20,21,993,291,495,0,1,0,20,12,819,306,508,0,2,0,20,16,852,237,26,0,2,0,1,2,160,268,317,431,0,6,0,18,10,782,1850,5439,52,28,0,587,188,8144,1671,4786,121,22,0,695,311,7606,865,2133,59,13,0,324,115,2675,802,2653,62,9,0,371,196,0,16688,77742,862,630,0,8307,2639,111456,209,20789,1386,997,1014,1426,97,339,2,1,0,39,26,66,210,1,0,0,24,17,58,177,4,0,0,21,10,50,123,3,0,0,13,3,561,1811,41,6,0,254,129,615,1407,45,10,0,212,74,82,408,0,0,0,8,8,44,204,0,0,0,3,8,3036,2042,3050,2059,29,24,29,24
2015-16,29,2909,KARNATAKA,DHARWAD,1,7,427,84,1065235,35.65,127295.58,9.61,978,16.36,5.79,75.18,65.29,84.89,4657,97470,55810,270,507,0,16,3,50,17,0,863,186,400,0,4,1,31,13,0,635,84,107,0,12,2,19,4,0,228,0,0,0,0,0,0,0,0,0,147,298,0,3,0,28,6,0,482,194,439,0,4,3,34,15,0,689,39,37,0,2,0,4,2,0,84,262,456,0,14,2,50,14,0,798,268,463,0,16,2,50,17,0,816,18764,103200,0,1588,661,15235,2479,11049,152976,11138,73021,0,488,78,7313,1964,3528,97530,7626,30179,0,1100,583,7922,515,7521,55446,0,0,0,0,0,0,0,0,0,8609,52766,0,287,0,6652,873,2395,71582,3105,8944,0,112,0,1742,288,3478,17669,546,2642,0,18,19,419,133,0,3777,391,835,0,50,75,326,26,0,1703,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,23,6,0,0,0,0,0,29,250,494,0,14,3,46,17,824,194,413,0,12,3,45,12,679,227,452,0,15,3,44,14,755,268,462,0,16,2,50,17,815,262,456,0,14,2,50,14,798,270,507,0,16,3,50,17,863,268,504,0,16,3,50,17,858,68,270,0,11,3,37,15,404,100,235,0,11,3,25,3,377,105,237,0,11,3,26,4,386,105,44,0,12,0,10,10,181,193,436,0,3,3,34,15,684,128,358,0,2,3,30,9,530,139,384,0,2,3,33,9,570,130,19,0,3,0,0,0,231,152,185,411,0,3,2,32,7,640,1166,4559,0,89,43,499,95,6451,937,3477,0,68,94,745,159,5480,552,1666,0,35,24,348,50,5980,383,1810,0,33,70,397,109,0,8749,51190,0,822,326,6623,1315,74403,175,19291,1021,657,664,1039,59,263,0,4,10,57,16,47,167,0,2,5,22,3,31,125,0,1,6,18,15,48,91,0,5,0,9,1,240,1093,0,19,30,221,51,347,980,0,17,10,196,35,87,531,0,0,20,98,16,67,371,0,4,9,65,4,2125,1629,2129,1634,9,2,9,2
